product_name,title,stars,body
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Just good,5.0,"Just good , because price range highIn rs 400 this earphone best"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Built quality not good,3.0,Earphone sound is good but material quality is not..... Those red colour part on which boat symbol is thier came out within a week when took now I have sticked with glue now 🤦🏼‍♂️..Is there any chances for replacement or return ?
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Very good sound and base quality,5.0,Product is very goodColor is very attractive and quality of sound and wire is also very flexible and variantLight in weightCan be use for longer hours
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good budget earphones,4.0,Superb built quality  with above average sound+bass quality bought these after watching shark tank india 🤣🤣🤣
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Quality product,5.0,I have using this product since 2 months and then giving my experience. Bass quality of this product is beyond expectation at this price range and also sound quality is amazing. Overall really amazing product.. loving this boat basshead 242
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Short time temporary product . disappointed me !,2.0,Product seemed best for FIRST FEW MONTHS ONLY  ! After using roughly it gradually wears and tears and slowly parts of the earphone gets start loosening and disintegrating . The rubber gets romoved and lost it ; and finally it broke into two peices one fine day and stopped working .ONLY ATTER FEW MONTHS OF USE AM REVIEWING IT !
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not a good product,1.0,I have purchase boAt Bassheads 242 on 17 january 2021 and this Bassheads were not working properly after 4 months  only . I have complant for the product  20 Apirl 2021 and they have taken my product  and not givrn my refund money so kindly refund my money backThank youKanika Masta
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Cheap plastic material,3.0,This is easily breakable material... Unlike other earphones this will break easily when gets jammed inside pocket or if you accidentally sit on it.. and also performance is average
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worst,1.0,"Worst quality, there is not even return for this item. I don't want this product buy stuck with it now. Amazon is not even providing solution for return... Money waste please don't buy."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Highly recommended,5.0,Everything is perfect in this headset only one uncomfortable is the control switch is on right side.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Sound quality is upto the mark,4.0,"I'm a producer and I don't use any fancy headphones but these thing gets my job done and I'm totally satisfied by its sound quality ... Four stars coz after a year , the left channel isn't working ... Its fine though enough for a 500 Rupees earphone ... Go for it ..."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not happy with Amazon service,1.0,"During call it's automatically disconnected and speaking person can not heard my sound.Really i do not expect thia from boat & Amazon .I will never order this type of products from Amazon, Because Amazon compromised product quality, seller reputation.Where flipkart checked and assured."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Great,5.0,The microphone and mouthpiece is situated at  both side of the ears. So it's helpful while talking.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Bad product,1.0,"Worst product I purchased till date, volume control doesn't work, can not answer the call. Not worth to buy.... I don't recommend this to anyone.I think it's a copy of boat brand. Don't spoil the brand Amazon."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Bakwas,3.0,"Writing after 6 months of usage .. the sound is not clear, you will hear very uncomfortable scratch sound while playing music.. waste of money"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),A decent promise from BOAT,4.0,"I suggest this one to the bass lovers... Also let me add, don't expect a greater experience, but it's a lovely one.. A good and decent for the price.. It's worth for that range.. loved it."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Very Good for STUDENTS to attend online classes.,4.0,"The media could not be loaded.
                




   Good for music and attend online classes.Base: goodNice cancellation: very goodMic: very goodI bought it in 399 rupees."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Giving 500 is waste go with sony for 800 which are better,2.0,"Sound quality is good not the best.. Wire quality is bad. Most important material of the earbud is very bad, not soft silicon buds these feels plastic and uncomfortable."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good for money,5.0,"Speechless, sound quality good, product quality good, cable and other parts are also good, I hv little problem with ear buds"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worth for money,4.0,Bass and audio quality is good. Microphone is worst. People on the other side won't even hear what you are speaking. Barely they will hear you
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Noise persistence during call,3.0,Bass is good but call quality is noisy. So I don't recommend it at all.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),There is no bass at all..not even a little bit.,1.0,This should not say bass in its name as there is no bass at all..it is just ok to watch movies on laptop or phone for audio clarity..for music it's useless..only very high pitched treble..
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),I highly recommend for this product,5.0,It's outstanding I using it since I buy it it's sound is excellent I highly recommend for this product the last boAt rocking. :)
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Left side hearing gone bust in 2 months,1.0,"Boat's quality of built for this series is beyond poor, left side went from low sound to completely bust in just under 2 months period, no warranty or repair possibility too. Hope someone in Boat is paying attention."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),PREMIUM QUALITY AND POUCH,5.0,"Very much comfortable 😀 and you can use while sleeping too 😉 and it doesn't come out untill you remove it , powerful bass , worth for the money 449+40 delivery charge and its water proof and sweat proof , and thank god they gave me a special velvet pouch which is excellent in quality looking premium .."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best earphones,5.0,"Best earphones in this price range...i recommend anyone to buy this and will not regret it. Awesome bass, Noise isolation is there but don't hope too much, if you listen in full volume, then it will not really matter. Good Microphone"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Boat ❤️❤️❤️,5.0,I just loved it... I was looking at the ear phones and that is soo good and loved the pakaging of boat company ❤️❤️❤️... I have never received a carry pouch bt boat provides that in it...and some extra buds and a warrenty card
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),good at this price,4.0,good sound quality but cannot wear for longtime as it will start paining in your ears maybe because of its design.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),The pitch of the earphone is very sharp,4.0,I have recently used the boat earphone 225 there sound quality is better than 242...but the problem with 242 is that the pitch is very sharp and overall it is a good budget earphone..
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),So clear voice,1.0,Worstproduct after 3 months it was not working and build quality is worst it is so much bad its case is also not so good boat bassheads 228 is best it is not a upgraded version of 228.... Wastage of money
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Everything is GREAT...❤️,5.0,Everything is GREAT.....Good Packaging ❤️🙏🏻 and outstanding sound quality ...with high performance bass....loved it really ...my trusted brand love you....and before the Boat Basshead 242 i was using Boat 225....Both are really amazing......love you BOAT ❤️♥️🥰♥️🥰🥰❤️❤️
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Head phone not working.,3.0,"I had ordered this product in the month of February, and it was working fine until now when I'm on a call the person on the other line is unable to hear my voice.There is a product warranty of one year, please help fix this issue."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Very good headphone at this price point.,4.0,Really worth the money. Bass is not too overpowering. You can go for these instead of Sennheiser considering the price.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Noise Cancellation is not good,4.0,when i use it  for calling then call Reciever detected A annoying sound.. I also tried for more calling  but sam annoying sound found ..Hope you understand my problem and solve This problemThanks Boat And Amazon...
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good buy,5.0,Nice earphones. Sound quality etc are really good. Very good buy for the price.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Awesome !!!!!,5.0,"A great product. I was a bit sceptical about this product but after using this, I am really enjoying this. A good buy !!!!!"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good sound quality but not comfortable,3.0,"The voice quality is good but when I wear them, there is a constant vacuum created. After wearing them long also get a little pain and dumbness in ears."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),just awesome...,5.0,sound quality is superb. bass is also good.build quality is not upto mark against dog bite(found out the hard way) :/
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not bad,2.0,"Sound quality, colour and headset quality is good but sometimes I feel the earbuds doesn't fit well and ear paining after some time.Cannot use this continuously. Really disappointed."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Super design, Nice engineering and Low price",5.0,Worth for every penny. Lways prefer boat brand fot the headphones and earphones. They are having good sound engineers. Also this brand is comparitively low price
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),On a boat,5.0,Best product so far at this price. It’s durable and good for regular use
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not suitable for iphone 6s. Good for others,3.0,The product is good. But not recommended for iPhone. Maybe iPhone 6s.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Stopped working in 3 months,1.0,"First of all the pause play button doesn't work properly sometimes it does sometimes it doesnt, and secondly u cant change songs with volume button and thirdly it stopped working in just 3 months"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Must Not Buy, if you don't want Pain in your Ears.",2.0,"The sound quality of this earphone is quite average, though Base is good. The earphone is quite uncomfortable to wear honestly. It pains my whole ear."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Sanghi Rocks!,3.0,"The media could not be loaded.
                




   great bass and quality no no for noise cancellation other than that the color is pretty powerful if you know what i meannn buddy"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),फाड़.. ❤️,4.0,Bass or treble ek dum mast hai... Bass kam nahi ho rahi treble ki vajha se.. Or treble balance hai.. Ek ek. Beat ache se sunti hai... I love it... Go for it..❤️
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Doesn't connect properly,2.0,"I have used this earphone in two phone'sI have face connection problem in both phones it always makes ""kar kar"" sounds after connection and sound quality also not that goodOnly pro is it fits perfectly in my ears"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good product but high cost.,4.0,"Cost is on higher side, while the material quality needs improvement. A better quality cable /wire could have been provided at such a high price."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"In ear wired earphones with Mic is excellent one, completely worthy to buy this",5.0,"To say about this product is overall its a nice product, no dislikes about this product"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Some one needing a earphones for earphones only,3.0,Not a great product to buy as compared to bass heads 255 it is best for someone who just needs earphones thats it no bass no loud voice no nothing
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Don't worry it's worth it,5.0,"I have used boat roackerz Bluetooth headphone 🎧 before so i had no doubts on the sound quality , I was concerned about the wire quality it seems poor but it's okey it can handle rough usage ... I haven't seen any damage on wire so far"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not worthy because of bad quality,1.0,Bad product don't buy because I bought only 2 months but now it's not working then warrenty is also iam not getting they will not respond  our call making fool of us plss don't buy
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Very uncomfortable design,2.0,Ear phones are very uncomfortable to use. They slips out and causing pain in the ears. Also the wire tangles makes it messy
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Left earbud stopped working within a month.,2.0,"Within only a month of usage, the left earbud started to not work properly. Turning the jack left and right while connected causes sound disturbance on both of the buds, and sometimes one of the buds stops working. This product isn't gonna last for more than a few months. Not worth it."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best product,5.0,Best earphones I ever used..crystal clear sound..have been using it from last 6 months and still working excellently... outstanding product at this price range..aankh bund kar ke le lo
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Very nice,4.0,Could have given 5 stars however just because it doesnt fits my ears very accurately gave 4. Otherwise absolutely fantastic
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Damaged Product,3.0,The sound quality is good and also comes with an additional min bag but the problem is my product is damaged.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not comfortable in ears,2.0,"Not comfortable in ears and if u try to listen music on bit high volume, the voice start busting (fatna ) , and the sound leaking problem too,  giving this review after using 3 months of usage."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worst Headphone,1.0,"Worst Head phone...I have Wasted  my hard earned Rs.500/ on this use less headphone.I advise to every one ,Never Ever Purchase this headphone.If there would have be negative star ,I would have given 5 negative star."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Great product.,5.0,"I bought this earphone before an year , I'm writing this as an year review, so I really feel it's great sound quality is also good, the only problem is that the earpiece is of sone low quality and it sometimes gets off so it was the Only problem I faced."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Awesome product,5.0,Worth single penny. Great sound quality. Perfect for calls and listening music. Product quality is pretty good and fits perfectly in ear.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good one in the category,4.0,"Ita good, easily fit in ears,Sound quality is quite good for which boat is known for."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),excellent product,4.0,"good product with nice sound quality, the only thing is that you have keep it putting in right way"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Poor quality,3.0,Stopped working within 6 months and the ear prices kept falling off and had to be replaced by the extras given
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Just Supperb Quqlity Earphone 😍😎🤘,5.0,Boat earphone 242 is just extream bass and very good quality earphone in this market at this price range. guys must buy this...Just Awasome sound quality.😍👌🏻👌🏻👌🏻..Also Thanks to Amazon For Faster Delivery and Good Packaging 😇
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Don't buy if you want to have good bass and perfect fit earphone.,2.0,"The fit was not a perfect or a snug fit, the hooks were rubbing against ear and causing too much pain. The sound quality is worse than other boat earphones. No bass as many customer reviews I have read."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Great value for money,5.0,The sound quality in this headset is far better than its peers in this category. It also fits properly in your ears and gives a passive noise cancelling effect due to the fit.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),No bass at all!,1.0,"Very disappointing. There is no bass, no sound quality. It's just that we can hear sound that's it. Didn't expect that from boat. Hated it.Secondly it cannot be returned."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Product stopped working within a month,1.0,The earphones mute automatically no matter how many times I try to increase the volume. It's been just 20 days since I bought it. They say it has 1 year warranty but product can be replaced only within 15 days of purchase.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Average product from boat,5.0,"Good sound quality and different ear size plugs with ear clipAfter one year am editing, it lasted for one year only"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Great Earphone,4.0,"Earphone sound quality is good but the Bass is over pumped, 70% volume is Good for this Earphone but in high Volume the bass is too high it will reduced the clarity of Mids and Highs."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Awsome,2.0,Awsome product if we are fools. Completly useless... but value for money..... used it for almost 4 months...
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not Great,3.0,Lightweight but not comfortable to ears.Jack is straight which is a difficult design as compared to bassheads 225
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Value for money,5.0,Great bass and volume. Must buy cz it is as good as described. And great experience of buying on Amazon unlike FK it gives you great service.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Nice choice,5.0,Good quality with high Bass
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Amazing earphones,5.0,Just amazing earphones... First of all wire is very strong and thick.. So it will be long lasting... The sound quality and bass are always good in boat earphones.. Just go for it...
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Satisfied,4.0,"It's an awesome earphone at this price range.I bought it for 548rs but now it's cheaper than this.The only think that is not good is it's eartips.Eartips are not up to the mark, everything thing else is awesome."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),GOOD for casual use,3.0,Not good with noice cancellation. Good for 🎵 music. Fair product @ this price range.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Value for money those buy under 500,3.0,This product is not value for money above 500 because ....1.sound quality is not good as much I accepted2.it give high bass to sound and sound not come clearly3.best for only low users4.quality of product is good
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Awesome boat earplugs !!,5.0,"Awesome earplugs , dont waste money in buying expensive earplugs this earplugs earplugs are worth more than 500/-ProsBest soundBest comfortablityProper length1 year warrantyWhat else you want"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Mic Stopped working,1.0,"After usage of 1 month, the microphone stopped working. The person on the other side cant hear you. Service centres are very few in Mumbai and there is no pickup facility provided by the company. Very disappointed!!"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good price nice product,4.0,I think the product are good and discount Givin by Amazon made it superb.. I get it only 399 and also get cashback..
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Amazing, how everything has been taken care of",5.0,1. Nice quality wire2. Awesome built3. The clip makes it more convenient to use4. Good sound quality and bass5. Brilliant mic quality
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Sound Quality and Passive Noise Cancellation is main highlight from my side,5.0,"Pros:1)  Sound is nice2)  Passive Noise Cancellation is best at this price.3)  Fitting in ear is superb!!4)  Braded Cable, so long lastingCons:1)  As of now, I can't see any cons."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worst product really,1.0,The wire quality and overall material is not good and prone to break as of mine has happened.And not having 3 months from buying it has started problem in one of the pair .Thus I got disappointed by this buy .
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Nice product,5.0,Nice sound and value for money. Highly recommended wired earphones
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Waste or money.,3.0,Sound quality is great but doesn't last long.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Don't order blue colour , Take Active black as it has secured braided cable",1.0,Blue colour earphones doesn't have secured braided cable whereas thr active black one has it. So please do not order blue colour cable. The cable was very delicate and will be torn with regular usage.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Impressive,5.0,"No second thoughts !!!!Guys it’s a perfect oneGood soundGood noise cancellationAlso it will fit in our ears perfectlyBut, bass quality is not too good but ok"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good product,5.0,Everything is excellent but bass quality is not up to mark
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worst product in terms of sound quality,1.0,"The worst product ever. The sound quality is terrible. The product boxand shipping box came damaged to me and when I used them they were like, it was whispering in my ear,and most importantly they were already used by someone for a long time, say for 2 to 3 months very roughly"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),helful for buying,5.0,earphone is ok i have used it if uh have a liitle but high budget thi go for jbl100si best earphone for anything no one can match the level of jbl i have. used  225 boats 242 220 every but the sound quality like jbl i have not get in any of the boat product
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Quality,4.0,Not satisfied with this earphone.Bought it 4 months ago and now right sided earphone is not working properly and sometimes not the person I am talking to is not able to hear me out...very much disappointed with this particular boat earphone
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worseee....,1.0,"Please dont buy their products i buy a headphone on october 2020 and then in january the one side of the earphone is not working i register a complaint they doesn't response it, then i buy this product now i face the same problem in it... Please dont buy it 🙏"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good one.,5.0,Good one at this price range but expecting more sturdier.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Plzzz... Check everything...,3.0,In case of sound quality it's very good. But still the product I received was a defected it's controller doesn't work. And it was too late for me to notice that
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Its stoped workin after 4 month usless don't buy this,1.0,I purchased this product pn 12 aug it was working good but sound was good the after 3 month its starts making my mobile not working properly then after 2 week one side earphone get stopped then both stopped working today
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Amazingly Awesome.,5.0,"After the smartphone, headphones are the gadget we reach for most often in our daily lives. Here's a perfect pair of headphones out there for everyone, and it's just awesome.Very good crystal clear voice. Complete noise cancelling. Lovely bass. Perfect design that suits perfectly in ears. I  M  LOVING IT."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),ok,1.0,"not the best boat earphones, i have used many boat earphones, mic is not good"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Value for money,5.0,"sound quality is excellent, Vera level bass and crisp and clear sound quality,Highly recommended for the segment"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best in this price range,4.0,I have used lots of earphones from boat and other same price range brands. This one has everything as balanced and good sound quality too!
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Excellent 👌,5.0,I brought it for 500 and it is awesome nd worthy. Sound quality is gud and base is also gud. U can go for it.The thing is u have to use ur earbud in right position otherwise u will suffer some pain because of earbud support.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Disturbance in one of the channel,4.0,The  boat base heads is giving problem in one of the channel it gives disturbance  can you do any service for it since I have one year warrenty
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worst one,1.0,"One of the worst product as it stopped working after two months of normal usage. Earpiece has stopped working, only if I adjust the jack or the earpiece, it starts to work and after some time, the same issue."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Pathetic product,1.0,Pathetic headphone! The jack was loose enough that it would stop playing kusic and at some times cancelled calls when speaking to someone.. terrible! Not recommended at all
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best quality in the most reasonable amount,5.0,"The media could not be loaded.
                




   I have ordered 2 quantity and the product I received is too good. You should go for these earphones. Their sound quality is also the best. It's absolutely worth the price👍"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Love it-sou,5.0,I loved the product.  Clear sound.  Options to increase n decrease volume on side mic.. also able to control music.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best Bass and Sound Quality. One of its kind.,5.0,"This earphone has best sound quality. The bass is too good. In many earphones, the Bass supresses the voice but in this, clear vocals are heard with a great bass and surround sound effect is also awesome. Highly Recommended. 🎉 🎉"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best Earphones Ever.,5.0,It's very amazing earphones. I am fully satisfied with it. Must buy. After buying my earphones I have bought also for my fiance.Full bassNoise cancellation perfectSound quality very good.I suggest you all to buy this earphones. Money worth.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Uncomfortable to ears,1.0,The size of the earphone is not good as there are not  fit to  ears they are easily fall back from  ears very inconvenient to wear and listen songs and videos and they are also very painful to ears due to their size as they are not easily fitted to ears.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Very good earphone under 500 rs,5.0,"Very good value when in offer you get it for 450 rs, i bought this second time, so there is nothing negative to alk about so far at this price point"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Really need to be more durable,1.0,Seriously boat giving it a sporty earphones tag and then this build quality is really disgusting after changing one time in 1 week again after 15 days the voice is becoming zero automatically nd really disappointed by this product
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Reasonable at this price range,4.0,"Ok product @399, not worth more than that. Realme buds2 is the best option which I am using for more than a year. I am not disappointed either with this product. Bass could have been better."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good,5.0,"""bass quality"""
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),After use of 30 days,5.0,Sound quality is good but noise cancellation ia very poor. Except this earphone we can't get such a sound quality & premium bass experience earphone in this price segment.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),It was okay.,4.0,It was gud but after a couple of weeks I could feel pain where the ear buds placed.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Quality and trust.,5.0,Tbvh at first i was really scared to buy them. You see you can't trust anyone so easily. So my thought at once were like will they work or not after the package is deliver but I gotta say well done Amazon. The earphones and it's reviews were up to the mark. The sound quality and the bass is perfectly perfect. Cheers to my choice 😳.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Bass less headphone,3.0,There is no grip at the jack so it's so hard to remove it from mobile evertime it's sleep when try to pull.It's so cheap in bass part u can barely catch bass even at full volume in party songs not worthfull. I tried for 5 days.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),worth,4.0,"Bud housing feel is ittle bit cheaper plasticy, wire and sound signature quality average..don't expect too much."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Amazing one in a such price .,5.0,"Best one to carry with , if you are a gamer this will amaz you with bolt voice finish , experience the best sound quality."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Earphone is overall good at this lrice point.,4.0,I have to compromise with cable quality.Sound is good but bass is little high in the earphone. In line volume button makes it extra ordinary from other earphones. But the quality of earbuds is low and made up of plastic.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Good, but i expected more ..",3.0,"It comes with a carry pouch of good quality..I am already using boatairdopes 441 ,so i was expecting the sound quality like that...but it's somewhat lower..But if you look at the cost,it feels ok."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good product,4.0,Value for money earphones with good bass for the given price.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Warrenty claim,1.0,"It's Not working anymore, that's less than a month, The jack is loose, and I need to claim warrenty. How can I do so?P.S. There was a continuous static in the background of whatever is being played the entire time.Highly recommended to NOT BUY!"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Fit is very awkward.,5.0,It will take some time to get use to the fit. But overall 4 out of 5 star for the sound.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Awesome bass,5.0,If u bass lover then definitely go for this. U will need quality song with little modified mobile or laptop settingsIt is far better than boat 225
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Awesome headphone with budject price,5.0,"Superb quality sound and bass, If you want to buy a good headphones with you budject then go for this headphones, simply superb.  Iam loving it,  but delivery too late. Dear Amazon kindly keep eye on this Delhivery courier service other than you are doing great job.Gopinath"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good product,4.0,Sound quality is very good.Noise cancellation is very good.Bass quality is good.Overall product is good at this rate.Plus it comes with a cute little pouch 😂💙I am satisfied
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Overall usability product,4.0,"Product was fine at some aspects... Sound was good..But sometimes it's makes some distortion like old product., specially when connected end side with phone. Overall product was good and price was good.But product is not fully tested I think."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Excellent,4.0,Good sound quality. Does not fall off the ear. Only thing would want is wire that does not tangle.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Nice earphones,5.0,Nice earphones. I am using them from last 2-3 months on laptop for office calls and they are performing very well. One of the best thing I liked about these headphones are they don't tangle. Highly recommended product.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),HORRIBLE  Very low base with very high treble,1.0,Spend 100 more and get Realme buds 2.I purchased it thinking it would be better than basshead 220 but the bass is way lower than optimal and has very high treble. Tried to balance things by Equalizer still nothing helped.Don't buy to waste your money.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good for daily use,3.0,Good for daily normal use. Explore other options if sound quality is your requirement
